name,source,location,product_category
Pranayu Pharma Solutions Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,gelatin_capsule_shell
Amrit Excipient Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Vadodara,lactose_monohydrate
Vachaspati Pharma Ingredients LLP,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Baddi,magnesium_stearate
Swasthya Packaging Industries Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,pharma_glass_vial
Aarogya Chem Synthesis Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Vadodara,cephalosporin_intermediate
Kalpataru Drug Excipients Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,polyvinylpyrrolidone
Nirmay Pharma Pack Works Private Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Baddi,aluminium_foil_lidding
Pushkaraj API Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Vadodara,fluoroquinolone_intermediate
Satvam Pharma Granules Enterprises,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,pharma_granulation_blend
Navjeevan Drug Packaging Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,strip_pack_laminate
Aushadhi Chem Industries LLP,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Vadodara,ibuprofen_intermediate
Chaitya Pharma Coating Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Baddi,enteric_coating_polymer
Divyaushadh Excipient Blending Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,starch_paste_excipient
Gunakar API Synthesis Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Vadodara,sulphonamide_intermediate
Niramay Pharma Bottle Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,pharma_pet_bottle
Rasayan Chem Products Private Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,paracetamol_intermediate
Sampurna Drug Formulation Works LLP,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Baddi,dry_syrup_base
Trivid Pharma Pack Systems Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Vadodara,ampoule_tray_pack
Uttkarsh Excipient Processing Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,croscarmellose_sodium
Vaidik API Industries Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Vadodara,beta_lactam_intermediate
Yashasvi Pharma Ingredients Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,hydroxypropyl_methylcellulose
Aayush Chem Works Enterprises,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,metformin_intermediate
Bodhi Pharma Packaging Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Baddi,child_resistant_cap
Charaka Drug Coating Industries Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Vadodara,film_coating_premix
Krishi Raksha Chemical Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,agrochemical_formulation_ec
Fasal Agro Synthesis Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,herbicide_active_ingredient
Ankur Crop Chem Industries LLP,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Vadodara,insecticide_technical_grade
Hariyali Formulation Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,wettable_powder_formulation
Beej Agri Packaging Enterprises,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,agrochemical_hdpe_drum
Kheteshwar Synthesis Products Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Vadodara,organophosphate_intermediate
Vasundhara Agro Chemicals Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,fungicide_technical_concentrate
Prakriti Crop Formulations Private Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,suspension_concentrate_formulation
Bhoomi Agri Intermediates Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Vadodara,triazine_intermediate
Shasyam Chemical Packaging Works LLP,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,agrochemical_laminated_pouch
Vruksh Agro Synthesis Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,pyrethroid_intermediate
Neem Raksha Formulation Industries Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Vadodara,bio_insecticide_formulation
Dhanya Crop Pack Systems Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,agrochemical_sachet_pack
Ugam Chemical Works Enterprises,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,herbicide_granule_formulation
Ritusaar Agro Intermediates Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Vadodara,neonicotinoid_intermediate
Kshemya Crop Packaging Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,agrochemical_jerry_can
Sampada Synthesis Solutions Private Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,carbamate_intermediate
Phalit Agri Formulation Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Vadodara,emulsifiable_concentrate
Dharti Agro Chemical Pack LLP,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,agrochemical_coex_bottle
Sharad Crop Synthesis Industries Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,glyphosate_technical
Rashmi Formulation Packaging Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Vadodara,agrochemical_woven_sack
Kisaan Agri Chem Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,chlorpyrifos_technical_grade
Upaj Chemical Products Enterprises,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,fungicide_wp_formulation
Ikshura Mill Engineering Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pune,sugar_mill_roller_shaft
Gannesh Distillery Equipment Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Aurangabad,distillation_column_tray
Rashtra Sugar Ancillary Industries LLP,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,juice_extraction_screen
Madhu Process Engineering Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pune,evaporator_tube_bundle
Gur Bagasse Handling Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Aurangabad,bagasse_conveyor_roller
Shakkar Mill Components Private Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,centrifugal_basket_screen
Ikshu Distillery Fabrication Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pune,fermentation_tank_component
Khand Sugar Plant Parts Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Aurangabad,crystalliser_stirrer_assembly
Jaggery Mill Ancillary Works LLP,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,cane_crusher_gear_set
Misri Engineering Products Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pune,boiler_tube_bundle
Rasayan Ethanol Process Enterprises,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Aurangabad,molecular_sieve_tray
Cherini Bagasse Board Works Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,bagasse_fibreboard_press_part
Gula Mill Equipment Products Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pune,sugar_centrifuge_basket
Phanit Distillery Valve Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Aurangabad,distillery_process_valve
Sharkara Engineering Components Private Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,clarifier_drive_mechanism
Sitaphal Mill Parts Industries Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pune,sugar_pan_calandria
Rasa Ethanol Plant Works LLP,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Aurangabad,ethanol_dehydration_column_part
Triveni Bagasse Handling Equipment Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,bagasse_spreader_assembly
Pancha Mill Gear Industries Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pune,planetary_mill_gearbox
Madira Process Fabrication Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Aurangabad,spent_wash_heat_exchanger
Meetha Engineering Enterprises Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,vacuum_pan_condenser
Kshira Mill Component Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pune,mill_tandem_coupling
Neev Construction Ancillary Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,concrete_batching_plant_liner
Shila Aggregate Products Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Rajkot,crushed_stone_aggregate
Stambh Cement Ancillary Industries LLP,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,cement_kiln_brick_lining
Prastar Construction Equipment Parts Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pune,excavator_bucket_tooth
Bhooj Aggregate Handling Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Rajkot,vibrating_screen_mesh
Dhatu Cement Components Private Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,cement_mill_grinding_media
Loha Construction Casting Enterprises,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Coimbatore,manhole_cover_casting
Shilaphal Ancillary Materials Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,ready_mix_admixture
Gravel King Processing Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Rajkot,aggregate_washing_plant_part
Nirmaan Equipment Component Works LLP,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pune,tower_crane_slewing_bearing
Vanshaj Cement Plant Parts Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,cement_cyclone_liner
Pravah Construction Ancillary Products Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,concrete_pump_wear_plate
Bhitti Block Moulding Industries Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Rajkot,concrete_block_mould
Sthapan Equipment Forging Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pune,forged_construction_pin
Chattan Aggregate Crushing Enterprises,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Coimbatore,jaw_crusher_toggle_plate
Lepan Cement Ancillary Works Private Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,cement_bag_packing_spout
Kshetra Construction Casting Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Rajkot,ductile_iron_pipe_fitting
Vastu Equipment Industries LLP,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,concrete_mixer_drum_blade
Silichan Aggregate Products Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pune,sand_classifier_blade
Nirmanshala Cement Plant Fabrication Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,raw_mill_diaphragm_plate
Pathar Construction Parts Industries Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Rajkot,stone_crusher_jaw_plate
Oorja Solar Mounting Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Vadodara,solar_panel_mounting_rail
Aaditya EV Component Industries LLP,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pune,ev_motor_stator_lamination
Tarang Power Electronics Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Bengaluru (Peenya),mppt_charge_controller
Prakash Solar Structure Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,solar_ground_mount_structure
Akshay Battery Component Products Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Chennai,battery_cell_busbar
Tejasvi EV Parts Industries Private Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pune,ev_motor_rotor_shaft
Suryansh Solar Tracker Systems Enterprises,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Vadodara,single_axis_tracker_component
Vidyut Power Electronics Works Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Bengaluru (Peenya),solar_string_inverter_pcb
Kiran Solar Clamp Products LLP,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,mid_clamp_end_clamp
Prabhav EV Thermal Management Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Chennai,battery_pack_cooling_plate
Deepjyoti Solar Cable Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Vadodara,solar_dc_cable
Rashmi EV Controller Products Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pune,ev_motor_controller_board
Savita Solar Junction Box Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,solar_junction_box
Abha Battery Housing Works Private Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Chennai,battery_module_enclosure
Prabhat EV Connector Industries LLP,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Bengaluru (Peenya),high_voltage_ev_connector
Ujala Solar Panel Frame Enterprises,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Vadodara,aluminium_solar_frame
Ambar EV Harness Products Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pune,ev_high_voltage_harness
Chandrika Solar Earthing Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,solar_earthing_kit
Bhumi EV Battery Bracket Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Chennai,battery_mounting_bracket
Haldhar Implement Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,rotavator_blade
Krishi Hydraulic Components Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pune,hydraulic_lift_cylinder
Mrinalini Farm Gear Industries LLP,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Rudrapur,tractor_crown_wheel_pinion
Godhuli Implement Casting Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Jamshedpur,plough_share_casting
Sira Hydraulic Valve Products Private Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,hydraulic_spool_valve
Khetpal Tractor Parts Industries Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Rajkot,tractor_pto_shaft
Dharaa Farm Equipment Fabrication Enterprises,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pune,cultivator_tine_assembly
Bhoomiputra Hydraulic Pump Works Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Rudrapur,hydraulic_gear_pump
Kshetriya Implement Forge Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,forged_plough_disc
Haldhara Tractor Seal Products LLP,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Rajkot,hydraulic_seal_kit
Samanvay Farm Linkage Parts Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pune,three_point_linkage_pin
Trivikram Hydraulic Hose Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,braided_hydraulic_hose
Kisan Yantrik Implement Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Rudrapur,harrow_disc_blade
Unnati Tractor Casting Products Private Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Rajkot,tractor_differential_housing
Baliram Hydraulic Fitting Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pune,hydraulic_quick_coupler
Rituparn Implement Steel Products Enterprises,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Jamshedpur,spring_tooth_tine
Shakti Motor Winding Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Coimbatore,motor_armature_winding
Dhriti Precision Casting Industries Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Rajkot,investment_cast_tool_body
Prachanda Power Tool Parts LLP,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Bengaluru (Peenya),gearbox_housing_casting
Chakra Motor Brush Products Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Coimbatore,carbon_brush_assembly
Vega Precision Tool Component Private Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pune,collet_chuck_body
Laghu Winding Coil Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Rajkot,field_coil_winding
Teevra Power Tool Gear Works Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Coimbatore,planetary_gear_set
Nashik Forge Ancillary Works Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Nashik,forged_steering_arm
Sanand Polymer Seal Products Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Sanand,rubber_wiper_seal
Perumbudur Precision Turning Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Sriperumbudur,cnc_turned_valve_body
Hosur Sheet Press Industries Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Hosur,stamped_cross_brace
Pithampur Casting Works Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pithampur,cast_gearbox_cover
Teerth Crop Protection Works Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,herbicide_sc_formulation
Vanaspati Agri Synthesis Industries Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Vadodara,acetamiprid_technical
Pavitra Chemical Formulation Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Indore,insecticide_wp_formulation
Moksh Crop Science Works LLP,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Ahmedabad,fungicide_sc_formulation
Sarthak Agri Pack Products Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Vadodara,agrochemical_tin_container
Swaraj Forged Flange Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Nashik,forged_blind_flange
Tejpal Rubber Gasket Works Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Hosur,silicone_rubber_gasket
Rangoli Bearing Assembly Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Sanand,angular_contact_bearing
Shubham Casting Alloys Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Pithampur,ductile_iron_casting
Vedansh Wire Form Products Udyog Pvt Ltd,composed — fictional follows Indian MSME naming conventions; not an existing registered entity,Sriperumbudur,formed_wire_spring_clip
